Distances,RSSI
0.3,-47
0.3,-47
0.3,-47
0.3,-47
0.3,-47
0.3,-47
0.3,-47
0.3,-47
0.3,-47
0.3,-47
0.3,-47
0.3,-47
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-46
0.3,-42
0.4,-67
0.4,-67
0.4,-67
0.4,-66
0.4,-66
0.4,-65
0.4,-65
0.4,-65
0.4,-65
0.4,-65
0.4,-65
0.4,-65
0.4,-65
0.4,-65
0.4,-65
0.4,-65
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-64
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-63
0.4,-62
0.4,-62
0.4,-62
0.4,-61
0.4,-61
0.4,-60
0.4,-55
0.4,-54
0.4,-54
0.4,-54
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-53
0.4,-52
0.4,-52
0.4,-52
0.4,-52
0.4,-52
0.4,-52
0.4,-52
0.4,-52
0.4,-52
0.4,-52
0.4,-52
0.4,-52
0.4,-52
0.4,-52
0.4,-51
0.4,-51
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-50
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-49
0.4,-48
0.4,-48
0.4,-45
0.6,-73
0.6,-71
0.6,-69
0.6,-69
0.6,-69
0.6,-69
0.6,-69
0.6,-69
0.6,-69
0.6,-69
0.6,-69
0.6,-69
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-68
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-67
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-66
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-65
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-64
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-63
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-62
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-61
0.6,-60
0.6,-60
0.6,-60
0.6,-60
0.6,-60
0.6,-60
0.6,-60
0.6,-60
0.6,-60
0.6,-60
0.6,-60
0.6,-60
0.6,-60
0.6,-60
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-59
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-58
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-57
0.6,-56
0.6,-56
0.6,-56
0.6,-56
0.6,-56
0.7,-66
0.7,-66
0.7,-66
0.7,-65
0.7,-65
0.7,-65
0.7,-65
0.7,-65
0.7,-65
0.7,-65
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-64
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-63
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-62
0.7,-61
0.7,-61
0.7,-60
0.7,-60
0.7,-60
0.7,-60
0.7,-60
0.7,-60
0.7,-60
0.7,-60
0.7,-60
0.7,-60
0.7,-60
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-59
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-58
0.7,-57
0.7,-57
0.7,-57
0.7,-57
0.7,-57
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-56
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-55
0.7,-54
0.7,-54
0.7,-54
0.7,-54
0.7,-54
0.8,-67
0.8,-67
0.8,-67
0.8,-67
0.8,-67
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-66
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-65
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-64
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-63
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-62
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-61
0.8,-60
0.8,-60
0.8,-60
0.8,-60
0.8,-60
0.8,-60
0.8,-60
0.8,-60
0.8,-60
0.8,-60
0.8,-60
0.8,-60
0.8,-60
0.8,-60
